Symbol	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
GCNT4	260.517394108529	1.58047433368621	0.224781210414795	6.75561879551738	1.42226917034419e-11	3.39359531948537e-10
PHTF2	1072.68456720741	-0.427536640556903	0.0950885477835734	-4.49009976172227	7.1189823530123e-06	7.4014694454883e-05
CST2	0	NA	NA	NA	NA	NA
RNU6-1156P	0.221442878373642	0.0695886795865886	0.151854869880638	0.410535240059182	0.681413358164108	NA
CLDN2	2.50265398930742	0.0589314451831217	0.343087273960797	0.22156692608733	0.824651031701222	NA
HCG17.3	0	NA	NA	NA	NA	NA
GNLY	0.718498165757615	0.00136052780909323	0.224571550613858	-0.0891167348479923	0.928989137825478	NA
FLG	268.089931687392	-0.824217701989865	0.17561492772783	-4.64144355592862	3.45983536510157e-06	3.80924690551204e-05
MIS18A	72.2153741457927	-0.403774812276908	0.217022193147002	-1.85673503319732	0.0633488606664584	0.178169052906274
PIGC	327.995162375785	0.285177448519946	0.131716078846917	2.16733532887974	0.0302092945309295	0.100937713706544
ATF7-NPFF	3.71351110663712	-0.0398636143169451	0.364516279457297	-0.256589677477991	0.797495544458808	0.90216973423107
LOC100422189	0	NA	NA	NA	NA	NA
LINC01487	0	NA	NA	NA	NA	NA
UBR1	887.832099246917	0.0426494661601718	0.0950391463136954	0.448507545480993	0.653786941816063	0.820386954722387
MYC	744.894178791389	0.820360574807634	0.111065329614133	7.38231921659687	1.55555677663401e-13	4.82067664822616e-12
MIR187	0	NA	NA	NA	NA	NA
RPL4P4	1992.15318892186	-0.124167381942151	0.120474535912889	-1.03523255132378	0.300560320391278	0.525490773693763
DLL1	213.030722640348	-0.455139381722363	0.160756103856064	-2.84803363596102	0.00439902749288873	0.0211744030652444
LINC01822	1.08475900042275	-0.0346662143908589	0.270933512444921	-0.0771992200027237	0.938465062144363	NA
PDE4DIPP6	13.5273467795287	-0.419580878509651	0.350119069924781	-1.19584519888555	0.231756973886735	0.444129495288979
TSBP1.4	0	NA	NA	NA	NA	NA
LOC121296	0	NA	NA	NA	NA	NA
ZNF230	94.1453863526322	-0.231966309603971	0.19454324390337	-1.19774385064487	0.2310167523925	0.443530496972742
RPS15AP4	0.10648451576717	-0.0234030569544855	0.151854869880638	-0.148729140285229	0.881767366343188	NA
C6orf120	1393.93333970815	0.119655774467293	0.0866688655397294	1.3802488653956	0.16751003318453	0.360137311532853
RNVU1-3	0.31945354730151	-0.0842329054519836	0.151980321068544	-0.211526606145401	0.832476373168897	NA
MTCO2P24	0	NA	NA	NA	NA	NA
PDIA4	3829.22325704102	-0.325770422485565	0.146641281174782	-2.24111607339846	0.0250185573037527	0.0872111612667377
ZDHHC21	400.169946763723	0.271812660698583	0.120061892948664	2.26947174420423	0.0232396536161155	0.082355191641437
OR9K2	0	NA	NA	NA	NA	NA
CYBA	680.208324681432	0.257510570933161	0.101514325813315	2.53772103921844	0.0111576883092117	0.0457995137272839
DBP	84.7934732437061	-1.51273668805236	0.209124516885152	-7.19594045215794	6.20316989105079e-13	1.76744897426881e-11
OGN	2579.33938389586	-0.952796066694774	0.118008387196622	-8.16186857066962	3.29881038394088e-16	1.32266992636516e-14
NRDE2	256.738629361791	-0.138485469735711	0.129172476654835	-1.07403692249074	0.282806133443863	0.505586648814776
PIAS3	707.581637340943	-0.0725376642910698	0.102673927800181	-0.70365680196471	0.481646528305228	0.693665528683988
LOC105375843	0	NA	NA	NA	NA	NA
LINC02516	0.748214618846816	0.104806843960899	0.225219571830694	0.552238837702389	0.580784728638957	NA
CYP2D7.1	0	NA	NA	NA	NA	NA
RARRES2P5	0	NA	NA	NA	NA	NA
KIF11	155.465376242465	-0.526394136093701	0.169693729159047	-3.07055538646092	0.00213661053981449	0.0115293965202546
USP31	245.37002294115	0.502265408431113	0.137019615468673	3.6615608742936	0.000250683278122632	0.0017922241533795
SMG1P6	130.85753365808	0.137109029135549	0.194615011698249	0.699624456609973	0.484161865071346	0.695228552235087
USP32P1	82.7272682524275	0.0215913598022257	0.211945017330746	0.0976874343357305	0.922180493777499	0.962390953357252
LOC100421009	0	NA	NA	NA	NA	NA
ALOX15	0.261964668249869	0.00759418855920587	0.151854869880638	0.0506528863382359	0.959602119676039	NA
RNU6-1026P	0	NA	NA	NA	NA	NA
RNU6-626P	0.13957962805636	0.0385914340728972	0.151854869880638	0.241940677478382	0.808826130188329	NA
FLOT1.5	0	NA	NA	NA	NA	NA
DDX27	705.157244503211	0.140015569722725	0.102330082095573	1.36793541000861	0.171332294653388	0.366078355709759
ZNF785	91.646207267183	-0.416706899995158	0.196716407900205	-2.11567145063525	0.0343727603150864	0.111799504959607
TIGD4	2.60892836060337	-0.180895521122472	0.341666715177617	-0.679161598264289	0.497035476286667	NA
ALG1L11P	3.4353445738215	-0.155255086614903	0.357719696900159	-0.356658141931807	0.721347745160054	0.861589744850075
GANC	400.6250452122	0.0678435036108717	0.131802652201948	0.510041544073341	0.610022357000387	0.791700826550014
RPL36AP21	2.6380378391688	0.132747621341036	0.348008423771306	0.374681633350582	0.707897253305562	NA
C2CD2L	151.653457735526	0.263971938092001	0.199841995126487	1.30343395507368	0.192426650502085	0.394591176836389
TNXB.7	0	NA	NA	NA	NA	NA
SLC44A1	3529.40461714641	0.30818065068408	0.104520352918222	2.94778408328224	0.00320060525949524	0.0161871963660493
RNU6-579P	0	NA	NA	NA	NA	NA
RTP5	0	NA	NA	NA	NA	NA
RPL4P3	24.109991871815	0.0406696852318604	0.317297884347945	0.218917406439142	0.826714386955216	0.917835509045551
TUBA4A	229.29486068932	-1.49530455832083	0.149927819291674	-9.97226351150118	2.01581544110508e-23	1.58384044531676e-21
HLA-E	10432.0739593614	0.298030744988023	0.08659604005495	3.44714433061642	0.000566545829133938	0.00367699351849673
LYPLAL1-DT	1.34547541236635	-0.144801826097822	0.298840954352746	-0.504658027814732	0.613799045579077	NA
COX6CP12	0	NA	NA	NA	NA	NA
KRTAP2-1	0.626977246608732	-0.113644446612678	0.196469404688282	-0.501176619825574	0.616246827214177	NA
DM1-AS	15.4783593358986	0.0157841921222609	0.342936702918269	0.0109530416586339	0.991260911903882	0.995163010227716
RNU6-180P	0	NA	NA	NA	NA	NA
IVL	0.0894459764787753	0.0385914340728972	0.151854869880638	0.235616833975265	0.813730009565536	NA
KRT18P38	0	NA	NA	NA	NA	NA
RPS8P5	0.0894459764787753	0.0385914340728972	0.151854869880638	0.235616833975265	0.813730009565536	NA
DNAJC1	543.73976714295	-0.0921307137111511	0.109146607816147	-0.842901870454481	0.399283327362803	0.621227195097823
UBE2T	48.1007593402048	-0.274701493222742	0.244209543552816	-1.13700575417226	0.255535880190912	0.474444645915982
LOC100507156	12.3586075656907	-0.401082416989415	0.359469723291499	-1.2979463517865	0.194305770682669	0.396538747804051
NOVA2	2.58560867870582	-0.35661488033426	0.34428362177927	-0.930546155156084	0.352088378416478	NA
LSG1	523.082195208311	0.180585917059419	0.107101439384329	1.68559272842145	0.0918742707573476	0.232972784054125
RNU7-35P	0	NA	NA	NA	NA	NA
DHX37	368.427752512278	0.5849457858751	0.124325700140513	4.69324973729066	2.68898893194365e-06	3.02040439092039e-05
MSI2	658.980635833417	-0.0215003738184398	0.112215006954353	-0.197920308196818	0.843107414827736	0.926828675839912
RN7SL698P	0.13957962805636	0.0385914340728972	0.151854869880638	0.241940677478382	0.808826130188329	NA
ACADL	15.1968617757385	0.410026392375189	0.347581918678078	1.08090061793048	0.27974132374681	0.502300989557839
SNORD16	0	NA	NA	NA	NA	NA
SNRK	350.091258586668	0.395776487700119	0.128349599873998	3.08229214343147	0.00205413131378457	0.0111229101456828
GPR158	1.21845919668392	0.197555648099543	0.275775111999176	0.918212934893733	0.358507398104195	NA
THRAP3P3	0.0894459764787753	0.0385914340728972	0.151854869880638	0.235616833975265	0.813730009565536	NA
RNU6ATAC6P	0	NA	NA	NA	NA	NA
LY75	12.235160624806	0.645991044290067	0.360472263737948	1.78040434707377	0.0750098108634092	0.200986501481581
RNU2-26P	0	NA	NA	NA	NA	NA
BTG4	1.19813361245602	0.250341300164525	0.257971651884057	0.814241711543506	0.41550649431085	NA
ARX	0	NA	NA	NA	NA	NA
SLC16A1	765.610845464485	-0.270935557370254	0.137316697414955	-1.98569807517807	0.0470668588732021	0.142261341264893
NOX1	9.82589870117116	0.374148080037804	0.363171859564813	1.07605270709661	0.281903684805696	0.504611163792684
RN7SL398P	0	NA	NA	NA	NA	NA
YY1	2266.94108628504	0.0866726494006688	0.0912512294531037	0.950807451409617	0.341702129293565	0.566010998888779
SPATA3-AS1	0	NA	NA	NA	NA	NA
NDN	1474.52042712409	-0.172683261123137	0.09031329013328	-1.91788548602339	0.0551255329829077	0.159938067253841
LOC105372414	0	NA	NA	NA	NA	NA
DDX11	215.191406845557	-0.485921797656053	0.149465609479181	-3.26669193734296	0.0010881201786745	0.00645064806784851
OR12D1.5	0	NA	NA	NA	NA	NA
RNU1-33P	0	NA	NA	NA	NA	NA
RNU6-645P	0.136188829528427	-0.0234030569544855	0.151854869880638	-0.14516389074181	0.88458147491175	NA
OR4A11P	0	NA	NA	NA	NA	NA
SMOC1	93.2873070993983	0.94747202501005	0.28359944954091	2.75677863444117	0.00583738550467037	0.0268927941363573
SLC38A8	0	NA	NA	NA	NA	NA
MFSD14B	1504.14886167449	0.363085041239837	0.0936759829370137	3.87499931806454	0.00010662499809708	0.000834808804930185
DSCAM-IT1	0	NA	NA	NA	NA	NA
RN7SL569P	0.10648451576717	-0.0234030569544855	0.151854869880638	-0.148729140285229	0.881767366343188	NA
MIR3202-1	0	NA	NA	NA	NA	NA
PARP6	602.92827670011	0.0656311377959554	0.107318770508261	0.608957451913755	0.542552641548974	0.741328887806036
PPFIA1P1	0.594831201455538	0.0412957703569337	0.189628283097603	0.165070212081789	0.86888871866107	NA
TSGA10IP	9.48942578529078	-0.620198440457075	0.372330359531439	-1.76050344045517	0.0783224846842551	0.207292088164844
LINC01602	0.41873888416908	0.10210084604274	0.152016181648888	0.341775157115785	0.732520106726924	NA
NT5C3AP1	11.2319719601768	0.104402481767008	0.37126790444092	0.261950677431409	0.793359468368811	0.899649628210043
SEPTIN7P2	203.312934900715	-0.250507145210747	0.158599067085265	-1.54958818002661	0.121240391762147	0.286516295707689
ADAM15	1438.15850793083	0.0262263918015299	0.0923003811960312	0.282721465440196	0.77739036024566	0.892601803405545
ADGRF1	0	NA	NA	NA	NA	NA
CFAP300	74.0608837380391	0.0484390497629433	0.209122308721659	0.244706611472154	0.806683608447143	0.907482601533893
HLA-B.5	4430.91507282142	-0.25790495925431	0.0873543446014593	-2.96602762517632	0.00301673390777631	0.0154227175166862
RNU1-140P	0	NA	NA	NA	NA	NA
LEXM	0.195930492245945	0.00759418855920588	0.151854869880638	0.0480140632137546	0.961705034710074	NA
RREB1	610.249907963981	0.00301881857761562	0.107084555557878	0.0258772169970089	0.979355272163338	0.988838367553823
LAMB4	8.16489301772643	0.656597836036204	0.37435406317031	1.85647380571673	0.0633860532833157	0.178221006854969
SNHG18	349.756150581263	-0.1247421908945	0.118345684343432	-1.05237918965488	0.292625612543604	0.517139231437106
EXOSC6	155.022110972035	-0.35193162454604	0.16235426621164	-2.17974568020742	0.0292763184418772	0.0986680428943422
LUCAT1	1.53204654626326	0.191812421863165	0.268794722229797	0.499583409350355	0.617368442242074	NA
C1orf109	315.075217431506	0.0945367255342715	0.119491792725659	0.790478584360087	0.429248324283665	0.649845872020337
CTRC	0.686718909326251	-0.0869333137326089	0.222238043821099	-0.311359654592566	0.755527221526856	NA
RNU7-56P	0	NA	NA	NA	NA	NA
CSNK2A3	124.062754843585	-0.154100143732965	0.173888944727398	-0.895576174556944	0.370479165229805	0.592476127239964
RNA5SP57	0	NA	NA	NA	NA	NA
TUBBP1	308.008629090211	-1.10740980252605	0.163142558543969	-6.79371494173546	1.09282217666124e-11	2.6276714995856e-10
MIR1245A	1.45063219689471	-0.152901591440972	0.286307463575444	-0.381749545152408	0.70264714648319	NA
MTHFD2	493.123623398935	0.200340795957159	0.185474667775798	0.982214420837179	0.325994224596667	0.55106945040208
FAM187A	0	NA	NA	NA	NA	NA
RAMP1	162.831996530604	-0.185288513710594	0.254360954487906	-1.12650180144041	0.259953178507981	0.479271343689105
JOSD1	1211.41877989779	0.373520607164823	0.116341141276031	3.20993886047486	0.00132763207942201	0.00764961935539562
LINC00243	0.285376468724721	0.0351621981664891	0.151984132126122	0.125073633706548	0.900465256615939	NA
LOC128136	0	NA	NA	NA	NA	NA
TAS2R45	0	NA	NA	NA	NA	NA
SMG1	3140.01120606152	0.0880914664447083	0.0899139604219871	0.976052456212533	0.329038470123643	0.55330378641197
CLUAP1	505.552421618739	-0.261189783680722	0.115361623963246	-2.26504452368823	0.0235099474251327	0.0830670570276607
GSTM3P1	0.604738401765746	-0.058758627642914	0.172075290133976	-0.247211706408361	0.804744386023321	NA
RNF183	0.970737565624328	0.00358814713322346	0.248749636817608	-0.123344363459786	0.901834412057661	NA
CD8B	0	NA	NA	NA	NA	NA
SMG9	584.746102716862	-0.341319369171535	0.10350762173599	-3.29860975979022	0.000971648856022024	0.0058552196213246
NSFL1C	987.375476255671	-0.186480445683939	0.0972934514704275	-1.9165975311644	0.0552890819093464	0.16029300172637
RCN3	1741.70617580333	-0.0961427816823398	0.0925225769539844	-1.03799696187226	0.299271469520724	0.524652496206209
KASH5	0	NA	NA	NA	NA	NA
FNDC5	14.6893245035095	-1.13232849400375	0.350603969389212	-3.19993353246075	0.00137459283849084	0.00788806373603909
MTCO3P5	0	NA	NA	NA	NA	NA
DAZ1	0	NA	NA	NA	NA	NA
SLC6A1-AS1	0.178891952957551	0.0695886795865886	0.151854869880638	0.323975416875172	0.745956645827408	NA
AP2M1	8333.64145927962	0.0916596933034251	0.0754914548561331	1.21406365249126	0.224723418465806	0.43585864868128
KRT8P41	0.106438708636928	-0.0234030569544855	0.151854869880638	-0.132695886400457	0.894433896272441	NA
FBXW4	506.719292665929	0.244420861765756	0.108162682536151	2.25842180611576	0.0239193744933644	0.084055502370289
PIGF	146.905831034005	0.211054050994708	0.167485909647007	1.26397103285205	0.206240424201199	0.412878944704421
PBX2.3	0	NA	NA	NA	NA	NA
BCL2L11	514.120950480582	-0.500592725865497	0.175438992402219	-2.92771930398661	0.00341458159261635	0.0170970858823085
MRPL32	573.287831625879	0.170867155575022	0.111285772760978	1.53534651629221	0.124698733740674	0.292688322390415
ATP5MC2	1819.87787845006	-0.13031498677949	0.0981055265500412	-1.32933012782744	0.183739078733516	0.38321877568807
LOC392027	0	NA	NA	NA	NA	NA
LOC100132762	0	NA	NA	NA	NA	NA
SNORC	8.75486297338208	-0.0604215479600601	0.369096371441219	-0.122722664374363	0.902326715952823	0.953035954434424
KLHDC3	1046.64881203006	0.592895889663982	0.0989054381922236	5.99533339697677	2.03068390187139e-09	3.7970371948814e-08
EPHA8	0	NA	NA	NA	NA	NA
SNORD84.3	0	NA	NA	NA	NA	NA
OR4F7P	0.136188829528427	-0.0234030569544855	0.151854869880638	-0.14516389074181	0.88458147491175	NA
TMEM33	717.639823865314	0.272578860029261	0.0985944817643113	2.76444576662669	0.00570195848054862	0.0264161310547632
LOC441242	0	NA	NA	NA	NA	NA
TSPY2	0	NA	NA	NA	NA	NA
KISS1	2.64584802137603	-0.0100022060387364	0.351012609162131	0.0866631338296684	0.930939281066914	NA
MTCO3P13	0	NA	NA	NA	NA	NA
RN7SL460P	0	NA	NA	NA	NA	NA
RNU6-456P	0	NA	NA	NA	NA	NA
NOXA1	24.7791022135362	-0.11375600801645	0.308708118327523	-0.381117185424259	0.703116295921446	0.850867007364377
CALD1	22833.6250735066	0.781544047095219	0.102088842535427	7.64667866221143	2.06236844904723e-14	6.92964707598871e-13
TMEM123	4803.16426339935	0.346086132025965	0.0883566535490373	3.91301385956869	9.11513008899988e-05	0.000727573518699698
TOMM22P6	0	NA	NA	NA	NA	NA
RNA5SP158	0	NA	NA	NA	NA	NA
DHRS4L1	52.3943770717071	-0.0725812591433062	0.241737600792753	-0.313704989360377	0.753745110976702	0.879188428490748
OR11H1	0	NA	NA	NA	NA	NA
KIAA0753	482.084941843124	-0.235166535636903	0.106591968248581	-2.20805756578642	0.0272402605561803	0.0932196950005492
OR4S1	0	NA	NA	NA	NA	NA
PRSS29P	0	NA	NA	NA	NA	NA
BCL2L10	0.765241018807266	-0.0763590145420028	0.211132433549229	-0.440666380449134	0.659454538895499	NA
SHROOM4	49.0321388061858	-0.226297644792397	0.252223917604992	-0.931755910490653	0.351462684730642	0.574942690468411
PNLIP	0	NA	NA	NA	NA	NA
RSPH14	0.752635828086952	-0.0450397772665144	0.22753394989088	-0.225470173511503	0.821613526099865	NA
MTND6P33	0	NA	NA	NA	NA	NA
TBC1D10C	21.3629273860418	-0.314007265529965	0.309730472465482	-0.990220404614072	0.322066401253051	0.54674886437992
USP8P1	1.34487613896542	0.229573208400833	0.273281986031527	0.861382942443079	0.389027167552754	NA
TMC2	60.1178852555453	0.966458842869672	0.244880672549433	4.01564122094754	5.9284386287527e-05	0.000494789269031683
ZNF438	497.172740127367	0.674848438319284	0.115237781734667	5.85086053025456	4.8903617856089e-09	8.73471392637402e-08
DHX33	485.936302581357	0.347092968054673	0.127748018866338	2.71042177959802	0.00671976962672231	0.0302574402555482
ADAP1	9.3803354348417	0.993967577597995	0.370128856982742	2.47894910625282	0.0131770106505449	0.052337801111462
USP41	16.4602507435856	0.286319758542509	0.335375227453331	0.884341393819104	0.376511949401863	0.598760129345134
RRP7BP	133.324369523979	-0.0857887872656145	0.171731109479841	-0.507224872883454	0.611997044762064	0.793072721812863
DNAL1	202.86118675586	0.14388928571798	0.1408663919164	1.01901630538141	0.308195225649851	0.533800169832413
RN7SL843P	0.13957962805636	0.0385914340728972	0.151854869880638	0.241940677478382	0.808826130188329	NA
PKDREJ	26.8736882542781	-0.369036970519832	0.299615933504134	-1.22232719096767	0.221583920622984	0.431977575580421
DNAJC11	615.312812479934	0.0281044014647507	0.100244662025971	0.278800659045342	0.780397808658554	0.893539291243547
RPA1	1293.52684560808	-0.227981903038935	0.100288007580082	-2.2725969558209	0.0230504792603545	0.0818339356123539
KRT8P5	0	NA	NA	NA	NA	NA
CLEC2A	0	NA	NA	NA	NA	NA
ASTN2	127.577493572822	-0.764043264845454	0.170244819067882	-4.482220812825	7.3870250056104e-06	7.6562257170074e-05
DHRS7	815.792930716919	0.174574119549027	0.0971868926460527	1.79612490170867	0.0724746548868198	0.196187263976728
SERTAD2	906.431956036314	-0.214104258923808	0.0993963593136313	-2.15422820327393	0.0312222801326132	0.103632390019856
RNA5SP347	0	NA	NA	NA	NA	NA
RNA5SP481	0	NA	NA	NA	NA	NA
ZNF337	62.6589951684192	-0.153799411930736	0.219428509719163	-0.715300660266574	0.474423280665095	0.687716325532532
KCTD4	0.865614712845226	0.0650784137129296	0.253856002150733	0.229858305605399	0.818201876155141	NA
TRIM51GP	0	NA	NA	NA	NA	NA
LINC01031	1.11071677151711	0.277154150094932	0.236886940923936	1.09968765406558	0.271468235755851	NA
ZSCAN20	135.013630785245	-0.220872167371813	0.181551349689945	-1.23706253787759	0.216063866251772	0.425105042023375
PDZPH1P	0.13957962805636	0.0385914340728972	0.151854869880638	0.241940677478382	0.808826130188329	NA
DIP2C	989.456270174476	-0.179789202116484	0.101539639151832	-1.77778105761541	0.0754398207386607	0.201825845439612
MIR3909	0	NA	NA	NA	NA	NA
ATP6V1E2	54.5430621965931	-0.0183349637363992	0.229947169834983	-0.0515869128500786	0.958857847487954	0.979706267672907
NPTX2	2.18568965502914	0.257127796346511	0.281113566136369	0.481408145902556	0.630226448329201	NA
FYN	1685.61518784114	0.0528955805478653	0.0889202130952772	0.594535424870941	0.552154055983621	0.748376080234988
TTTY17B	0	NA	NA	NA	NA	NA
RN7SL357P	0	NA	NA	NA	NA	NA
FAM47B	0	NA	NA	NA	NA	NA
SLC17A3	0.131996901894867	0.0385914340728972	0.151854869880638	0.238442542152414	0.811537874878088	NA
LOC101928222	3.46309367039885	-0.126205353022788	0.340788987238991	-0.408727004476526	0.682740013857704	0.838298459693746
OXCT2P1	35.8931100682291	0.412219873259013	0.273081574615013	1.4547156179133	0.145748007046047	0.32671494893593
ZNF490	26.5716077984213	0.19432510606281	0.293870663292263	0.64631238564279	0.51807706826738	0.723104696845114
MAPK8IP2	17.3781039800185	0.291086951278264	0.339180870137409	0.781742185569838	0.434366104178765	0.653914385901424
TRIM6	101.388578697551	-0.229826243397442	0.182414632369727	-1.26146451521854	0.20714153694923	0.413947707030874
DCLRE1A	137.220866854668	-0.292669043630792	0.167706946724367	-1.74688553395655	0.0806571956214391	0.211885172624574
MIR4436B2	0.136188829528427	-0.0234030569544855	0.151854869880638	-0.14516389074181	0.88458147491175	NA
KEAP1	1573.12034839422	0.0794969654241124	0.100323402353619	0.790697825177121	0.429120345494738	0.649788833998956
CNNM2	374.855000522264	-0.183898684446792	0.114567962867815	-1.60503503553562	0.108486094573954	0.264045897939592
AHCYP3	0	NA	NA	NA	NA	NA
RPL23AP60	36.9232613216412	-0.496970343017541	0.269111517039376	-1.88921517293791	0.0588630024398713	0.16817846261838
SLC9A3P2	0	NA	NA	NA	NA	NA
OR10J6P	0	NA	NA	NA	NA	NA
PTBP1	3594.84302564368	0.343339710784153	0.0772077891485476	4.44836111937289	8.65279677874099e-06	8.81542629252611e-05
TRBV6-1	0	NA	NA	NA	NA	NA
ZNRF1	455.345482312563	0.0473996178323314	0.138405842484747	0.334217640257394	0.738215333609356	0.870889204895787
PDCL2P2	0.560943070604809	-0.147347676599279	0.207745860089036	-0.680204974213258	0.496374683188267	NA
LINC02829.3	0	NA	NA	NA	NA	NA
IFI35	387.680329925324	0.250635047324262	0.125088279948845	2.00798716334085	0.0446446557691337	0.136622488639689
ERRFI1	3235.77574934436	2.33487788372243	0.139034772439115	16.7818625622363	3.31280584503155e-63	1.61054126659862e-60
CAGE1	0.242627538165355	-0.0544003024681769	0.151854869880638	-0.313265984375009	0.754078590956872	NA
OXA1L	1869.06770788065	-0.15678153812461	0.0829302613067365	-1.890293419945	0.0587187283371625	0.167858738835214
GUCY1A1	274.401489328529	-0.473905272466096	0.186086267585895	-2.65830568634246	0.00785346237807474	0.034357793648962
CYTH4	0.483251498049054	-0.0499700088866015	0.156044305542082	-0.271488550552572	0.786015304490617	NA
NLRP8	0	NA	NA	NA	NA	NA
ZNF786	76.0620268233004	-0.310160043547104	0.213862082860445	-1.47017347466673	0.141514776767436	0.320178211485021
C9orf16	489.132646967603	-0.0166773211372329	0.11926982063224	-0.14622707797372	0.883742130174777	0.944685569107663
VSIR	4744.45291504709	0.335040667513048	0.103331056391899	3.25957470664943	0.00111579390495232	0.0065851311757751
ACSS2	670.004474949124	0.258784201778357	0.111272964855054	2.32699840595117	0.0199653500900488	0.0726104258141194
RPL7L1P2	0	NA	NA	NA	NA	NA
TMEM86B	7.69440583788793	-0.196393748843707	0.371029382774375	-0.626991848282396	0.530664578628715	0.732589302487082
DGUOK-AS1	5.70738643514548	-0.0801716748760269	0.373562788429614	-0.379880762096087	0.704033928377942	0.851435178882518
KRTAP22-2	0	NA	NA	NA	NA	NA
MIR410	0.590693191496308	-0.127650088212436	0.191518328433833	-0.519544190089567	0.603381305417902	NA
PCDH8	0	NA	NA	NA	NA	NA
PNMA6E	0.13957962805636	0.0385914340728972	0.151854869880638	0.241940677478382	0.808826130188329	NA
ZNF224	50.3711076250451	-0.0112558003338865	0.23637250336573	-0.0337637616207314	0.973065533496315	0.985920715574421
BRD7P5	1.4616755434233	0.0393350862873803	0.301517254145962	0.359370798774594	0.719317716849628	NA
TUBGCP4	544.191884718579	-0.189862244216639	0.109497538088967	-1.73616063132423	0.082535436156026	0.215039989998208
